GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC05_EST_VC01,HC05_MOE_VC01,HC06_EST_VC01,HC06_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC05_EST_VC02,HC05_MOE_VC02,HC06_EST_VC02,HC06_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC05_EST_VC03,HC05_MOE_VC03,HC06_EST_VC03,HC06_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC05_EST_VC04,HC05_MOE_VC04,HC06_EST_VC04,HC06_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC05_EST_VC05,HC05_MOE_VC05,HC06_EST_VC05,HC06_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC05_EST_VC06,HC05_MOE_VC06,HC06_EST_VC06,HC06_MOE_VC06,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC05_EST_VC09,HC05_MOE_VC09,HC06_EST_VC09,HC06_MOE_VC09
0400000US32,32,Nevada,1298821,11890,76.3,0.6,2.9,0.2,3.8,0.3,11.8,0.5,5.2,0.4,358859,8713,59.0,1.4,5.5,0.6,7.2,0.7,22.3,1.1,5.9,0.7,358552,9804,82.9,1.1,1.5,0.4,2.2,0.4,8.7,0.8,4.6,0.6,347551,8188,82.3,1.0,2.5,0.4,3.0,0.6,7.8,0.7,4.4,0.5,108561,5931,81.4,2.0,1.8,0.5,1.5,0.6,6.5,1.1,8.8,1.5,125298,5870,86.3,1.6,1.3,0.4,2.6,0.9,6.5,1.1,3.4,0.8,13.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US33,33,New Hampshire,704847,6802,66.5,0.8,3.1,0.3,10.8,0.5,12.7,0.6,6.9,0.5,277701,6492,54.0,1.5,4.2,0.6,17.2,1.1,18.1,1.1,6.4,0.7,112873,5699,63.6,2.3,1.8,0.7,11.1,1.3,14.3,1.6,9.2,1.3,172036,5663,78.5,1.3,2.6,0.5,6.8,1.0,8.6,1.0,3.5,0.5,65897,3272,70.5,2.8,3.9,1.2,2.8,1.0,6.7,1.6,16.2,2.1,76340,4369,86.1,2.2,1.2,0.5,2.4,0.8,5.7,1.5,4.7,1.3,8.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US34,34,New Jersey,4369952,17577,70.8,0.4,3.8,0.2,7.0,0.2,13.4,0.2,4.9,0.2,1799074,16762,61.1,0.6,5.0,0.3,11.1,0.4,18.2,0.4,4.6,0.2,739390,15910,70.7,1.0,2.0,0.3,5.4,0.4,15.3,0.7,6.6,0.4,1057885,16214,79.9,0.6,3.4,0.2,4.4,0.3,8.8,0.4,3.5,0.3,313972,9787,74.3,1.2,5.8,0.6,2.2,0.5,7.7,0.8,10.0,0.9,459631,11748,86.0,0.9,1.8,0.3,2.8,0.4,5.9,0.5,3.6,0.5,12.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US35,35,New Mexico,874753,9652,61.2,1.0,3.4,0.4,7.4,0.5,21.4,0.8,6.6,0.4,308048,9040,44.2,1.7,4.5,0.6,12.1,0.9,33.1,1.6,6.1,0.6,184092,7546,63.1,2.2,2.1,0.6,6.4,1.0,20.5,1.7,7.8,1.1,202316,7324,71.8,1.8,3.7,0.8,5.5,0.8,15.0,1.4,3.9,0.8,99077,6070,78.0,2.1,2.4,0.8,1.8,0.7,8.4,1.4,9.5,1.5,81220,5528,74.5,2.4,2.3,0.9,3.6,1.3,11.0,1.8,8.6,1.5,10.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US36,36,New York,9354155,26892,65.2,0.2,3.6,0.1,10.0,0.1,15.2,0.2,6.0,0.1,3701349,26962,53.3,0.4,4.8,0.2,16.0,0.3,19.9,0.3,6.1,0.2,1908738,22951,66.9,0.6,2.1,0.2,8.0,0.3,15.9,0.5,7.1,0.3,2173501,21823,76.7,0.4,3.2,0.2,6.4,0.2,10.5,0.3,3.2,0.2,676738,13139,72.3,0.9,4.7,0.5,3.1,0.4,9.2,0.5,10.7,0.6,893829,15347,77.9,0.7,2.5,0.3,3.5,0.3,9.8,0.5,6.3,0.5,15.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US37,37,North Carolina,4444989,19787,69.2,0.4,3.4,0.2,7.0,0.2,14.5,0.3,5.9,0.2,1606034,17844,54.9,0.6,4.7,0.3,12.5,0.4,22.7,0.6,5.1,0.3,786944,14163,68.5,0.8,1.9,0.3,5.4,0.4,15.6,0.8,8.6,0.4,1050589,15655,79.2,0.7,3.5,0.3,4.7,0.4,9.0,0.4,3.6,0.3,401778,10749,74.2,1.1,4.0,0.5,1.3,0.3,6.9,0.6,13.5,0.9,599644,12122,87.5,0.7,1.4,0.2,2.0,0.3,5.8,0.5,3.4,0.4,10.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US38,38,North Dakota,391644,4960,61.9,1.2,3.3,0.4,10.1,0.7,16.0,0.9,8.7,0.6,140616,4592,43.6,2.1,4.6,0.7,15.8,1.4,23.6,1.6,12.5,1.3,67022,3994,58.1,3.2,2.1,1.1,11.8,1.8,19.6,2.8,8.3,1.2,84488,3927,73.0,2.4,2.5,0.5,8.4,1.5,11.5,1.6,4.6,1.1,49999,2649,76.7,2.5,3.9,1.1,2.1,0.7,7.7,1.7,9.5,2.0,49519,2890,84.9,2.2,2.0,0.6,2.9,0.9,5.5,1.6,4.7,1.1,11.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US39,39,Ohio,5437533,19954,71.0,0.3,2.7,0.1,9.3,0.2,12.0,0.2,5.0,0.1,1935788,17433,57.0,0.5,3.6,0.2,16.6,0.4,18.4,0.4,4.5,0.2,938420,13885,69.4,0.8,1.8,0.2,8.5,0.5,13.3,0.6,6.9,0.4,1283384,15052,79.4,0.5,2.4,0.2,6.0,0.3,8.6,0.4,3.6,0.2,418753,10450,75.3,1.0,3.9,0.4,2.3,0.4,6.2,0.5,12.3,0.8,861188,13018,89.6,0.6,1.2,0.2,2.3,0.3,4.2,0.4,2.7,0.3,10.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US40,40,Oklahoma,1735761,9595,66.8,0.5,3.6,0.2,6.7,0.3,16.7,0.3,6.2,0.3,591526,8656,51.4,1.0,5.1,0.5,11.4,0.6,26.1,0.7,6.0,0.4,296362,7392,64.4,1.2,2.0,0.3,6.9,0.6,18.4,1.0,8.2,0.6,412999,6972,76.2,0.9,3.4,0.3,4.6,0.4,12.0,0.6,3.8,0.4,197610,5699,74.5,1.2,4.2,0.6,1.6,0.3,8.7,0.8,11.1,0.9,237264,6484,85.6,1.0,2.0,0.3,2.5,0.5,6.1,0.7,3.8,0.5,11.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US41,41,Oregon,1818085,13041,64.7,0.6,4.2,0.2,9.5,0.4,13.8,0.4,7.8,0.4,674366,9295,48.8,0.9,6.0,0.4,15.4,0.7,22.1,0.7,7.7,0.5,345062,9635,63.8,1.6,2.2,0.4,8.7,0.9,13.6,1.0,11.7,1.2,417128,9215,74.7,1.0,4.0,0.4,6.8,0.6,8.7,0.7,5.8,0.7,161260,6423,77.8,1.8,5.0,0.9,2.2,0.6,5.2,0.8,9.8,1.0,220269,7361,86.5,1.0,1.6,0.3,2.9,0.6,4.5,0.5,4.5,0.8,10.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US42,42,Pennsylvania,6045924,22280,70.0,0.3,2.8,0.1,11.6,0.1,10.3,0.2,5.4,0.1,2229983,19398,57.4,0.5,3.8,0.2,19.6,0.4,13.9,0.3,5.3,0.2,1070768,15787,68.0,0.8,1.7,0.2,11.1,0.5,12.6,0.5,6.6,0.4,1429177,17750,78.4,0.5,2.4,0.2,7.7,0.3,8.2,0.4,3.3,0.2,509884,10730,75.0,0.9,4.2,0.4,2.6,0.3,5.8,0.5,12.4,0.6,806112,13968,89.3,0.5,1.4,0.2,2.6,0.2,3.6,0.2,3.1,0.3,12.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US44,44,Rhode Island,517864,6791,69.0,1.1,3.3,0.4,11.1,0.7,11.6,0.7,5.0,0.5,187830,5603,53.9,1.8,4.8,0.8,19.7,1.1,16.7,1.2,4.9,0.8,107585,5037,72.0,2.5,1.9,0.8,8.7,1.3,12.4,1.6,5.0,1.2,123417,5212,78.6,1.7,2.5,0.6,6.8,1.2,9.0,1.2,3.1,0.8,38294,3178,72.7,3.7,5.8,1.9,1.6,0.9,3.9,1.3,16.0,3.4,60738,3510,88.4,2.2,1.3,0.6,3.0,1.0,5.0,1.8,2.4,1.1,11.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US45,45,South Carolina,2126949,15349,70.0,0.6,3.4,0.2,6.0,0.3,15.3,0.5,5.3,0.3,702616,13138,54.2,1.0,4.8,0.4,11.1,0.6,25.2,1.0,4.7,0.5,396170,13110,67.8,1.4,2.6,0.4,4.4,0.6,17.3,1.1,7.9,0.7,526495,11477,79.4,1.0,3.0,0.4,4.3,0.4,9.7,0.8,3.6,0.4,194400,7506,76.4,1.9,4.1,0.7,1.9,0.5,6.8,1.2,10.8,1.2,307268,9481,88.5,0.9,1.6,0.4,2.0,0.4,5.2,0.7,2.7,0.4,12.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US46,46,South Dakota,442489,4939,60.8,1.0,4.1,0.5,11.5,0.6,15.4,0.7,8.2,0.5,160861,4945,40.1,1.7,5.7,0.9,18.3,1.1,24.1,1.4,11.9,1.1,72558,4069,61.2,2.5,2.2,0.8,12.1,1.8,17.0,1.9,7.5,1.2,105372,4202,73.2,1.8,3.8,1.0,9.0,1.4,9.8,1.2,4.2,0.8,49442,2886,73.3,3.1,4.4,1.3,2.5,0.9,9.4,2.1,10.4,2.0,54256,3331,86.2,2.0,2.6,1.0,3.7,1.5,3.6,0.8,4.0,0.9,9.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US47,47,Tennessee,2910656,17649,69.4,0.4,2.4,0.2,7.4,0.2,13.6,0.3,7.1,0.3,968427,14028,54.8,0.8,3.6,0.4,13.8,0.6,21.3,0.6,6.4,0.4,503037,12763,66.8,1.3,1.2,0.3,6.0,0.6,16.2,0.9,9.8,0.7,716072,11402,78.3,0.8,2.2,0.3,5.1,0.4,9.3,0.5,5.1,0.5,255856,7332,69.9,1.5,3.8,0.7,1.8,0.4,7.7,0.9,16.7,1.3,467264,11115,88.7,0.8,0.9,0.2,2.1,0.4,4.8,0.6,3.5,0.5,11.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US48,48,Texas,12411323,32696,71.4,0.3,2.7,0.1,5.7,0.1,13.3,0.2,6.8,0.1,4386854,34529,59.8,0.4,4.0,0.2,9.6,0.2,20.8,0.3,5.7,0.2,2209687,27950,68.3,0.5,1.4,0.2,4.9,0.3,15.6,0.4,9.7,0.4,2981424,28697,79.9,0.4,2.6,0.2,4.1,0.2,8.6,0.3,4.7,0.2,1338857,18059,78.6,0.6,2.4,0.2,1.8,0.2,4.9,0.3,12.3,0.5,1494501,23923,86.9,0.5,1.4,0.2,2.0,0.2,4.9,0.3,4.8,0.3,11.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US49,49,Utah,1364392,8267,69.2,0.7,4.3,0.3,7.1,0.3,14.9,0.4,4.5,0.3,503542,9053,55.3,0.9,6.0,0.5,11.3,0.6,22.5,0.8,4.9,0.4,208379,5737,67.4,1.6,2.6,0.6,6.1,0.8,17.4,1.4,6.5,0.9,357209,7180,78.9,1.1,4.0,0.6,5.2,0.6,8.9,0.8,3.0,0.4,122436,5869,77.2,2.1,5.0,0.9,2.5,0.7,8.0,1.4,7.3,1.1,172826,6365,86.4,1.4,1.3,0.4,3.1,0.8,6.7,1.0,2.4,0.6,10.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US50,50,Vermont,325211,4574,56.4,1.0,4.6,0.5,14.8,0.8,14.8,0.9,9.4,0.7,130587,4057,38.2,1.5,6.3,1.0,23.9,1.7,22.6,1.5,9.1,1.2,55303,3159,58.1,3.3,2.0,0.7,14.1,2.5,13.9,2.2,11.8,2.1,69572,3125,70.8,2.4,3.9,0.8,10.0,1.4,10.5,1.5,4.8,1.0,33652,2140,63.5,3.3,6.7,1.6,3.7,1.2,5.7,1.6,20.4,2.5,36097,2636,85.4,2.2,1.4,0.6,2.6,0.9,5.1,1.6,5.5,1.3,9.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US51,51,Virginia,4039684,17684,63.5,0.4,3.3,0.1,7.8,0.2,20.3,0.3,5.1,0.2,1733574,18879,50.7,0.6,3.9,0.2,12.0,0.4,29.1,0.5,4.2,0.2,685167,14855,65.4,1.0,1.9,0.3,5.6,0.4,18.8,0.8,8.3,0.6,893548,12336,74.5,0.7,3.1,0.3,5.7,0.3,13.4,0.6,3.3,0.3,338521,9386,75.2,1.4,4.5,0.6,1.9,0.5,8.9,0.8,9.6,1.0,388874,10127,81.7,1.0,2.0,0.4,2.9,0.4,9.6,0.7,3.9,0.5,13.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US53,53,Washington,3331888,17321,66.0,0.4,4.0,0.2,7.9,0.2,16.0,0.3,6.1,0.2,1314070,18344,53.4,0.6,5.3,0.4,12.4,0.4,22.8,0.6,6.0,0.3,587832,12851,65.7,1.1,2.3,0.3,6.7,0.5,16.2,0.9,9.1,0.6,728723,12670,74.9,0.8,3.8,0.4,6.3,0.5,10.6,0.6,4.4,0.4,320706,7361,76.8,1.4,4.4,0.5,1.6,0.4,9.4,0.9,7.8,0.9,380557,8213,84.1,0.9,1.8,0.4,2.6,0.4,8.1,0.8,3.3,0.5,11.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US54,54,West Virginia,748143,9012,66.9,0.9,2.0,0.3,7.8,0.6,18.9,0.8,4.4,0.4,238216,6666,47.8,1.6,3.2,0.6,12.8,1.2,31.3,1.4,4.9,0.7,148958,6030,66.9,2.0,1.0,0.4,7.8,1.1,18.6,1.6,5.6,1.1,178196,6791,75.1,1.6,2.0,0.5,7.0,1.1,12.8,1.1,3.1,0.7,86163,4197,81.3,1.9,1.5,0.6,1.8,0.7,9.7,1.5,5.7,1.2,96610,4842,86.4,1.7,0.6,0.4,2.3,0.8,8.5,1.4,2.2,0.7,9.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US55,55,Wisconsin,2916863,11692,70.5,0.3,3.0,0.1,9.2,0.2,12.1,0.3,5.2,0.1,1021005,14091,54.1,0.6,4.1,0.3,16.2,0.5,19.9,0.6,5.7,0.2,503247,8808,68.9,0.9,2.2,0.3,8.8,0.5,13.8,0.6,6.4,0.5,650794,9469,79.1,0.7,2.8,0.3,6.4,0.4,8.5,0.4,3.2,0.3,245210,5907,76.8,1.0,4.5,0.4,1.8,0.3,5.2,0.5,11.8,0.7,496607,10177,91.7,0.5,1.2,0.2,2.4,0.3,2.4,0.3,2.4,0.2,10.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US56,56,Wyoming,299225,4395,63.4,1.5,3.9,0.6,6.6,0.7,19.7,1.2,6.3,0.7,97944,4821,43.5,3.0,6.2,1.1,12.2,1.8,32.0,2.4,6.1,1.1,54669,3903,61.1,3.6,1.4,0.6,6.5,1.6,21.2,2.8,9.8,2.2,62099,3533,70.8,3.1,5.0,1.4,4.9,1.3,14.8,2.6,4.6,1.4,46666,3473,80.6,2.7,1.9,1.0,1.9,1.1,9.0,2.0,6.6,1.7,37847,2653,84.9,3.2,2.2,1.2,1.0,0.8,7.4,2.4,4.6,1.7,11.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US72,72,Puerto Rico,1043544,12025,61.3,0.8,3.0,0.3,4.7,0.3,21.7,0.7,9.3,0.5,326334,8882,48.4,1.7,4.4,0.6,8.2,0.8,31.0,1.4,8.0,0.7,215714,7844,57.7,1.9,2.3,0.7,3.4,0.6,24.8,1.5,11.8,1.2,300327,8353,73.9,1.3,1.6,0.5,3.9,0.6,16.0,1.1,4.5,0.6,104261,6183,57.4,2.6,4.9,1.2,1.1,0.5,13.5,1.9,23.0,2.4,96908,5749,78.2,2.3,2.4,0.8,2.1,0.8,9.9,1.6,7.5,1.3,9.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
